image_id,VOI LUT,LUT Explanation,Win Explanation,Rescale Intercept,Rescale Slope,PhI
b9f3c7402b190c39344e31c20797851c,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f2d214b69a7661d43e755f8921706206,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
0adb22b2b24d61c511acbe028648532e,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
d6db56d5cb90391e234dca76c4a344e4,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
280656c890a07393bd6db387839a13d7,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
5fe8350c930a08ebc532cbb304f5642a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
7a6c57ce6034053ca02a8cd32549db7f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
86d16a47cfcb661ae42790626f4df712,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f824ca07593cb971f4d2348de8def504,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
96cbdda19cf07be8e00db80d3c076e3c,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
8ccbc18df717a107769beedde21a14a3,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
dce7898554efd8b922dd5425d828db8d,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
a3214c506a005b639b4d720de9cea847,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
87f492b1ef0b4090691311a40b81da6f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
91f8118d5aad4eaa03d93e7c125ef241,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
df23dd36fa532db5c49f27bbac7e6eaa,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
ea46f4834d92e77afe1da27757b0678b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
ff476c753265aa0baa6685c58d5ef05a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
de271f535b0d9c01a793d9ed2db5708d,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
deed2f0fda8f17fde773fe8087f5c5ae,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
63e191a5f5f4c92b9cb224916003d641,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
425f59f5c6461ba1bcda816bc0bfccb7,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
89b80e3d06d1a3a91859fcf7f200b44d,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
ca8c8d8c1dcec7c8c94e2454aa776970,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
bed3876095746621094457c257b0f7f1,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
050c2f6caf47f439d62e1fc8942396f6,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
3ff90cf60c17051d4b574997f1363db8,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
26f1aa81239b33177321598a0eb599d2,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f27721b219f110a419193176e5e53151,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
7ec47bb74c9bce6b721cb16aef03accd,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
042733688eecb852ea06140448a8b1bf,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
c87bf078a7282e6b7ce54068935f3c61,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
a91da35c2c5f5b726321511b4157ce36,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
17bceaea0bcbd44c3c89f5d88bbb430b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
99d781b9baba5d5efe88149ed8241dd9,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
3003a43c012e3e7c754151b4b578f90b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
84f451b4a008e729604feb03179090e6,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
b3b1ee6495c486b8a6a6a2db5abda251,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
fdef102a89845c81d40fa6c8869fb99a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
c9696e555b3ec7171832629cfa8fb6c3,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
6dc1de654bdbee17a9432df4510a5357,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
e930e60393f84e267e348ed76b458b1a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
7bf1fc95f64f19ef9a171a38e6642aa1,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
43a9fff4ea9c4f7fa09d56c5583d2096,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
b93ab1fb751d7b9dc1ca0983d4e25632,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
15206c1ba3b120b11296ea2967afd6c0,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
c8f6d4876fa771042d6ad4be5197f01e,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
99f5d42f781a68bf912189a86e6503d9,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
005918369ec07b1aed37d1dd78bc57fe,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
e507bee7c9fba777c89f4f1a96887f78,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
73dcab1172639ae173f533e072daf2a4,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
a0d839825d6307104467c0f2a11c6ed0,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
a37e508fc994c1c7a846ec23edfb400f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
49d1e8a82b271d3d589dfad38f72f73d,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
dee30355cc67413cbe4c12770a0d088f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
eee68a195e1bca0721597bdd923edb3e,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
24b3529f050a56afb384b30520bc8482,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
fb3eca52ff53f6b49df9ea75bf2b9dd7,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
72eb142a93824b699fa99fc265ea158a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
0a6f0eac805822cd00f3c25ba99569e8,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
648040dd50a48c66b4819c38536668ef,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
6b1dd04208019290c84add37e109fa79,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
c115b4d359e1163d6a143455a5139201,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
39db902f8a8c3bba8778f74e5e2b9d76,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
b121886bb82345876549a7e548ee8d7c,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
4d63c40fb038d24bb1ff6da3912272c7,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
62bee7e64437d079c4cccf0b5293240f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
bb771ab48723c9d1e2a87e8bb19d8dd0,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
38fc7380e0a6758867c3156d6665d046,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
9dc911bbf82a852387976bad85e7a142,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
82ce050e4866fc273dd87e0a7498c0da,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f2786858678ae3f92196a0024533eaaa,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
085915d953d1dcb1b70b6c3b8e68e1c5,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
5fe8df2fb6a10d31a770177e37546256,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
5fd515ea4eaec3493943c4eef796b41e,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
4494c6e2c08435784d5b1f25ac7b5869,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
467ef88ae1ce2bf8a5f28c36c20bd9d0,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
d360a682c40590bb09f819d127e0a11a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
6b86549dd6a1f6871be9e29eefae2fd8,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
13eaf76f8ddd04c74b0215255afbb2e3,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
8544f5b224566c38928fd793d2f5870a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
19189466123f991dfd57d7b963c9c908,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
7608ec044f4025c5686414b85a1dc91b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
20dfb3774ef8e9ee1fa642dfab995292,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
502045422196d1dfbe9742c277b0b6e7,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
6f858d4db04378848c0f4f4dd9527004,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
a9360fba3a97fc2842165a2fa2301f29,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f0385fe91bcc5d28e1fcb23ff8081975,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
35721bd45c2cc3619bc9472b81ec871b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
ecf3e1acbf1f692b1f0663dc745347e8,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
3cec8d5947e6dccc2084c9ac8c354244,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
78d595322f9fa3f059f6fd6d90222adc,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
96e357bbcd79d39ac782e3ac2b40459b,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
1c1d29264b338e71d94bf33db3a2849f,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
15a47ab4144332ccee35214af3cd030a,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
e608d957bf2ecd894c524d0969b05868,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
36d251a46482ffaff035e48fc8a1f8e4,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
d24c088be30f0d1b4b3346f45a4a9e78,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
525a35260f5484d6d3bcb897fbf16364,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
b5dd38ab5b600ce41e1afafe67f56b3c,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
f3711f016588cb28c893cc65cf1efcdf,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
807c754bdbee40c54b7f4452b6410bb5,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
461d48a657a9bfe7b6f7633a95865a90,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
75dca2f372e9a594e1798edd09c44bf9,5.0,"['High Contrast', 'Medium Contrast (Dark)', 'Medium Contrast (Bright)', 'Low Contrast', 'US_LUT']",linear LUT,0.0,1.0,MONOCHROME2
